source_path,migration_status,source_sha256,reason
docs/architecture/adr/0023-observability.md,PRESERVE_EXPAND_V2,18ac73e77a88c46d76483a8f244343cd3a3e01dad9d278a98ed416b140d7b289,Legacy ADR explicitly triaged; canonical authority is V2 ADR set.
docs/architecture/adr/0024-audit-and-governance.md,PRESERVE_CONCEPT,a73fe207b574be6c06234b58c4facbc8914bfa65b83870545fada40e902e28cb,Legacy ADR explicitly triaged; canonical authority is V2 ADR set.
docs/architecture/adr/0025-provider-cost-ledger.md,PRESERVE_EXPAND_V2,66760df225297b87ff9c6d34e52b6460fc57dd0f7348ddeabdc14f05bc8486dc,Legacy ADR explicitly triaged; canonical authority is V2 ADR set.
docs/architecture/adr/0026-no-redis-at-mvp.md,PRESERVE_UNTIL_TRIGGER,a37771a5e583549e92dae5cb4e0a0d18e69d3aaba33ab6c16bcfadf9eb835997,Legacy ADR explicitly triaged; canonical authority is V2 ADR set.
docs/architecture/adr/0027-notifications.md,PRESERVE_LATER,be5526c0e86d8d0f8f6e711e573f991b391ef364d70ebc4a249c284a24ededec,Legacy ADR explicitly triaged; canonical authority is V2 ADR set.
docs/architecture/adr/0028-design-system-without-page-stories.md,REFACTOR_DESIGN_V2,1287d2a825c54234577f61ce9df0060f94818cb9d11f357376b12dcca562b2d7,Legacy ADR explicitly triaged; canonical authority is V2 ADR set.
docs/architecture/adr/0029-payment-provider-extension-point.md,PRESERVE_EXTENSION_POINT,e34120c57e04852ab24b0d5e68adf4fe789f5ee99a26edfd81c1335fe09e71ba,Legacy ADR explicitly triaged; canonical authority is V2 ADR set.
docs/architecture/adr/0030-idempotency-strategy.md,PRESERVE_EXPAND_V2,5df1430c3f1d6da917f433eee9dabe41fcb02f1297c3e37873248ce50734ec96,Legacy ADR explicitly triaged; canonical authority is V2 ADR set.
docs/architecture/adr/0031-webhooks-untrusted-hints.md,PRESERVE_CONCEPT,f16bcf43b03269ea9741f2a2d067a2c4c1292fe08fdafe1f13150a7a04aeb258,Legacy ADR explicitly triaged; canonical authority is V2 ADR set.
docs/architecture/adr/0032-api-style-rest.md,PRESERVE_CONCEPT,a72aba9e82c8eec64d7edc11e8f27dfcf034316b77f1a9c43fffed13c32e2428,Legacy ADR explicitly triaged; canonical authority is V2 ADR set.
docs/architecture/adr/0033-qa-policy.md,SUPERSEDED,e70230a8a54e58d890f6d7d7b7634f352d818d4cf8cbeb516d5b7f32eb50d8aa,Legacy ADR explicitly triaged; canonical authority is V2 ADR set.
docs/architecture/adr/0034-ingestion-decoupled-from-billing.md,PRESERVE_WITH_LEDGER_SPLIT,f9fba2f3c8a2eae2102b4ea6e25ce496e41a36dba6d254e4f21225ba1bc15a29,Legacy ADR explicitly triaged; canonical authority is V2 ADR set.
docs/architecture/adr/0035-frontend-toolkit-boundaries.md,REFACTOR_DESIGN_V2,cc3f0660e24346506165d30c8833c4a0f1cd88452932caecd5a56e31f5c266cd,Legacy ADR explicitly triaged; canonical authority is V2 ADR set.
docs/architecture/adr/README.md,ARCHIVED_INDEX,1ddf42769f779d85db5b45d63bd3c3733f4f5845e4f03ff161e3250b50c730ed,Legacy ADR index archived.
docs/architecture/api-contracts.md,ARCHIVED_REFERENCE,fa9bfa20eee754eaea5e39b96d18a1e08d9ed71dfb68881827bbccadfd39ab24,Architecture document archived; relevant concepts rewritten in V2 canonical docs.
docs/architecture/architecture.md,ARCHIVED_REFERENCE,68ddf4492fdb7afdb1b2ab567da5a5be9f6fe55c10113cbe4e2c8536aee061a9,Architecture document archived; relevant concepts rewritten in V2 canonical docs.
docs/architecture/assumptions.md,ARCHIVED_REFERENCE,1d1937609375ceab4b6b9db3fe977e116cfa74120a08946f03ecf8c2571cabce,Architecture document archived; relevant concepts rewritten in V2 canonical docs.
docs/architecture/aws-topology.md,ARCHIVED_REFERENCE,8cfd67cb1508198281650fdb160b30ae783de7e0cec7b95e861821efac294fd6,Architecture document archived; relevant concepts rewritten in V2 canonical docs.
docs/architecture/change-requests/ACR-001-unmapped-error-stable-code.md,ARCHIVED_REFERENCE,14b1ffffc65c51f918f4feeed1d94265d4281cc7aa66c8e6a8c84aa386253f3f,Architecture document archived; relevant concepts rewritten in V2 canonical docs.
docs/architecture/cicd.md,ARCHIVED_REFERENCE,74e9c1131bebe98a02eef8176efa4bf050cd5e41757a40d972be95614e351b50,Architecture document archived; relevant concepts rewritten in V2 canonical docs.
docs/architecture/database-schema.md,ARCHIVED_REFERENCE,7c7e91ad91ef428f58846833db0cd4d5f510e3ed74bb0c0492a4e09d0f2b9353,Architecture document archived; relevant concepts rewritten in V2 canonical docs.
docs/architecture/domain-model.md,ARCHIVED_REFERENCE,574491536522cbb37c80a513ab6003060960bbab88a95fb68287c3602a8c9823,Architecture document archived; relevant concepts rewritten in V2 canonical docs.
docs/architecture/fitness-functions.md,ARCHIVED_REFERENCE,58d2a1f1e7a9f099a3212130a082ce7e554bbaa26c3ac82c1d7556a84f735add,Architecture document archived; relevant concepts rewritten in V2 canonical docs.
docs/architecture/implementation-sequencing.md,ARCHIVED_REFERENCE,b58b4698a410fb1ae0ba02a3de36e0a474780740d9de308d0f7d507756d3b8be,Architecture document archived; relevant concepts rewritten in V2 canonical docs.
docs/architecture/intelligence-engine.md,ARCHIVED_REFERENCE,9f4730480d1ba5aa0dc96a419f669a13fb6f004d5409e139ed97ee76a6f8a00d,Architecture document archived; relevant concepts rewritten in V2 canonical docs.
docs/architecture/knowledge-engine.md,ARCHIVED_REFERENCE,586bb576d60d18c1ba0876abf9a4299306a571d868b6e25cc7249a3df74294b3,Architecture document archived; relevant concepts rewritten in V2 canonical docs.
docs/architecture/migrations.md,ARCHIVED_REFERENCE,1af4e56739eadbeefdf81559320b39371a3fe8d49977e3632f9bfc185d5cd03d,Architecture document archived; relevant concepts rewritten in V2 canonical docs.
docs/architecture/observability.md,ARCHIVED_REFERENCE,19f9ba046f1e6d1cbd4a73d980113cf5d6333fa1c47f5f5ef444671c1819d8e5,Architecture document archived; relevant concepts rewritten in V2 canonical docs.
docs/architecture/performance.md,ARCHIVED_REFERENCE,c5dba5ac03acb62ac904b6a8836142b86dd481d5169d3a6e787ddd621e33bcee,Architecture document archived; relevant concepts rewritten in V2 canonical docs.
docs/architecture/prd.md,ARCHIVED_REFERENCE,fd926e5aab004b8b8501927001fba6a14cad5a195149cd976f6528bdd599ca0a,Architecture document archived; relevant concepts rewritten in V2 canonical docs.
docs/architecture/provider-architecture.md,ARCHIVED_REFERENCE,bcc45efcbc26d46a974cb0f6fa78eb95ef9dc5ea5d7a372b1bf9c2e37b9421e3,Architecture document archived; relevant concepts rewritten in V2 canonical docs.
docs/architecture/provider-cost-ledger.md,ARCHIVED_REFERENCE,99d287cbbe561b075c23d8c09e2af3bbe66a977b9e7d710281fc5a5e4bfb8f72,Architecture document archived; relevant concepts rewritten in V2 canonical docs.
docs/architecture/risks.md,ARCHIVED_REFERENCE,322e5ea6853709319cb32ff70fd98925f6538ad97c431e6b4007cd3bf29b2917,Architecture document archived; relevant concepts rewritten in V2 canonical docs.
docs/architecture/scalability-gates.md,ARCHIVED_REFERENCE,0abd5fbaf188c1404a28f1de0b2a12184047f3b3c6bce36960eacc965178ba7d,Architecture document archived; relevant concepts rewritten in V2 canonical docs.
docs/architecture/security-architecture.md,ARCHIVED_REFERENCE,9c092fc037ca29ac50cdf06285ee3b75973f1d5376fa814c362b9be4554eaeec,Architecture document archived; relevant concepts rewritten in V2 canonical docs.
docs/architecture/social-publishing.md,ARCHIVED_REFERENCE,aa135de26154c3c9aa81b5948f2086a061e13ab488d3804bf45c8d7d7a7640d9,Architecture document archived; relevant concepts rewritten in V2 canonical docs.
docs/architecture/testing-strategy.md,ARCHIVED_REFERENCE,56f07b90ed65c3c46d88b2336715315b179c121700e0ef7b26b3cbe29ffeb172,Architecture document archived; relevant concepts rewritten in V2 canonical docs.
docs/architecture/threat-model.md,ARCHIVED_REFERENCE,d201050d73777b68a48379c86bea52834aae40f5be6a557bed0ae2971add87d8,Architecture document archived; relevant concepts rewritten in V2 canonical docs.
docs/architecture/usage-ledger.md,ARCHIVED_REFERENCE,6cae8c38cfb0505dd9b3b4167cca59b2da4658d48e6af85095ad6ba258007d6c,Architecture document archived; relevant concepts rewritten in V2 canonical docs.
docs/architecture/workflows-state-machines.md,ARCHIVED_REFERENCE,3adcfd44ebeddaf5b56f40ce5039d4e04267c1df820858eb4367e65e75b555c7,Architecture document archived; relevant concepts rewritten in V2 canonical docs.
docs/epics/README.md,ARCHIVED_LEGACY_BACKLOG,3edd2d5b876217a52bacc05078d22cf6376398a28eb778a010f5c47cd1d0d9a6,Epic plan predates V2 domain and is not executable authority.
docs/epics/backlog-coverage-audit.md,ARCHIVED_LEGACY_BACKLOG,f5a71b7523c5383f57e1fc0412d30d7df4aed6878b4a391010fb46db7496ccee,Epic plan predates V2 domain and is not executable authority.
docs/epics/epic-P1.md,ARCHIVED_LEGACY_BACKLOG,57d4437dbac4807e13dd1430078caefdc285e5cd00476b11ff570fe90169edb9,Epic plan predates V2 domain and is not executable authority.
docs/epics/epic-P10.md,ARCHIVED_LEGACY_BACKLOG,f857b36e98a6c41a40da69a1cb1cf95428d0c6d7210b9aaaa02436f4aad47ad4,Epic plan predates V2 domain and is not executable authority.
docs/epics/epic-P11.md,ARCHIVED_LEGACY_BACKLOG,aec2851b2b4f850d9b9c4f57a19129d1d533d92742f8f193e3ccaf826efee008,Epic plan predates V2 domain and is not executable authority.
docs/epics/epic-P12.md,ARCHIVED_LEGACY_BACKLOG,036f1cfe051099383aa6125f96ff105ec5cde4d1c6709a8a3b0c905a41c6e1c2,Epic plan predates V2 domain and is not executable authority.
docs/epics/epic-P13.md,ARCHIVED_LEGACY_BACKLOG,547b44a41198955ab49c0febc110fa74b33d8a5ff166ee6bc3f51c70a1beea70,Epic plan predates V2 domain and is not executable authority.
docs/epics/epic-P14.md,ARCHIVED_LEGACY_BACKLOG,78f483a53ed2acf9875b80f309227b6d7683811888396633577dd98989b1ea38,Epic plan predates V2 domain and is not executable authority.
docs/epics/epic-P15.md,ARCHIVED_LEGACY_BACKLOG,84cdb7c77475aca17e436c3ed0b92d9be1321981354ac342206fd19f435e37b7,Epic plan predates V2 domain and is not executable authority.
docs/epics/epic-P16.md,ARCHIVED_LEGACY_BACKLOG,42b4de1f9a1454562666d0a51e76c31a76171ba8f1c30cc59f54aec343a87556,Epic plan predates V2 domain and is not executable authority.
docs/epics/epic-P17.md,ARCHIVED_LEGACY_BACKLOG,3c262d0b22fa1029d041af3b25d9c8b9766b79e9754da51d2215eff2105969eb,Epic plan predates V2 domain and is not executable authority.
docs/epics/epic-P18.md,ARCHIVED_LEGACY_BACKLOG,8fb47be4b772cd957671c520ff3ba76eadff9242c0cd6ad4a245e657c4985c42,Epic plan predates V2 domain and is not executable authority.
docs/epics/epic-P19.md,ARCHIVED_LEGACY_BACKLOG,049728f15e0e8eee9ea653f4839f9f5ca0625f476dfb956a0278a350e513b642,Epic plan predates V2 domain and is not executable authority.
docs/epics/epic-P2.md,ARCHIVED_LEGACY_BACKLOG,721e3f338715ee94c5432ab2a168f92e6379bb7e07f79588e130d63725aee3ad,Epic plan predates V2 domain and is not executable authority.
docs/epics/epic-P20.md,ARCHIVED_LEGACY_BACKLOG,36bae72c8c660bb4e9ab1c3f1edb28e020196d9554768d4c6f54dbe911c1605b,Epic plan predates V2 domain and is not executable authority.
